state,city,year,population,violent_crime,murder_and_nonnegligent_manslaughter,forcible_rape,robbery,aggravated_assault,non_violent_crime,property_crime,burglary,larceny_theft,motor_vehicle_theft
NJ,Pine Hill,2016,10514,21,0,2,8,11,369,192,52,125,0
NJ,Pine Valley,2016,12,0,0,0,0,0,25,0,0,0,25
NJ,Piscataway Township,2016,58181,36,1,4,10,21,912,467,84,358,3
NJ,Pitman,2016,8830,2,0,0,0,2,183,55,10,42,76
NJ,Plainfield,2016,51221,346,12,17,147,170,1853,958,283,599,13
NJ,Plainsboro Township,2016,23621,9,0,0,0,9,308,140,22,105,41
NJ,Pleasantville,2016,20855,114,3,1,42,68,697,368,141,186,2
NJ,Plumsted Township,2016,8511,7,0,3,1,3,57,29,8,19,1
NJ,Pohatcong Township,2016,3224,1,0,0,1,0,260,129,4,124,3
NJ,Point Pleasant,2016,18502,4,0,0,0,4,317,158,34,121,4
NJ,Point Pleasant Beach,2016,4519,3,0,0,2,1,210,106,10,92,2
NJ,Pompton Lakes,2016,11164,10,0,0,1,9,191,94,14,78,5
NJ,Princeton,2016,29660,15,0,2,0,13,473,233,34,194,12
NJ,Prospect Park,2016,5940,14,0,0,3,11,236,101,4,85,46
NJ,Rahway,2016,29797,37,1,3,14,19,656,348,49,253,6
NJ,Ramsey,2016,15145,12,0,0,6,6,254,127,5,116,6
NJ,Randolph Township,2016,25877,5,0,0,2,3,255,127,21,100,7
NJ,Raritan,2016,8268,4,0,0,0,4,316,159,17,135,5
NJ,Raritan Township,2016,22011,2,0,0,0,2,220,112,26,81,1
NJ,Readington Township,2016,15893,8,0,1,2,5,190,93,29,63,5
NJ,Red Bank,2016,12187,25,0,2,13,10,411,205,20,180,6
NJ,Ridgefield,2016,11380,3,1,0,1,1,115,58,13,39,5
NJ,Ridgefield Park,2016,13107,17,0,0,7,10,257,130,20,105,2
NJ,Ridgewood,2016,25617,7,0,0,3,4,409,205,32,171,1
NJ,Ringwood,2016,12427,3,0,0,1,2,123,60,13,46,4
NJ,Riverdale,2016,4409,5,0,1,1,3,258,131,4,123,0
NJ,River Edge,2016,11671,5,0,1,1,3,119,59,23,36,1
NJ,Riverside Township,2016,7980,11,1,1,2,7,22,11,4,6,1
NJ,Riverton,2016,2741,1,0,0,0,1,105,53,5,47,0
NJ,River Vale Township,2016,10053,0,0,0,0,0,52,26,2,24,0
NJ,Robbinsville Township,2016,14209,7,0,3,3,1,126,62,14,48,2
NJ,Rochelle Park Township,2016,5683,4,0,0,3,1,197,98,16,80,3
NJ,Rockaway,2016,6471,4,0,0,4,0,176,86,12,71,7
NJ,Rockaway Township,2016,24655,12,0,0,8,4,755,381,22,352,0
NJ,Rockleigh,2016,530,0,0,0,0,0,5,1,0,1,3
NJ,Roseland,2016,5857,1,0,0,0,1,123,41,1,37,44
NJ,Roselle,2016,21669,36,0,0,26,10,620,327,76,207,10
NJ,Roselle Park,2016,13669,5,0,3,1,1,284,146,34,102,2
NJ,Roxbury Township,2016,23425,8,0,0,1,7,432,213,34,177,8
NJ,Rumson,2016,6886,2,0,0,2,0,82,38,2,28,14
NJ,Runnemede,2016,8322,10,0,1,4,5,709,358,145,199,7
NJ,Rutherford,2016,18717,13,0,0,2,11,416,204,29,168,15
NJ,Saddle Brook Township,2016,14108,2,0,1,1,0,487,250,17,218,2
NJ,Saddle River,2016,3256,1,0,0,0,1,47,20,5,13,9
NJ,Salem,2016,4849,53,3,3,16,31,380,178,74,95,33
NJ,Sayreville,2016,45141,30,1,4,7,18,716,373,48,292,3
NJ,Scotch Plains Township,2016,24144,9,0,3,0,6,303,153,31,119,0
NJ,Sea Bright,2016,1331,2,0,0,0,2,5,2,0,2,1
NJ,Sea Girt,2016,1807,4,0,0,0,4,57,28,3,24,2
NJ,Sea Isle City,2016,2080,3,0,0,2,1,491,244,61,181,5
NJ,Seaside Heights,2016,2886,26,0,0,5,21,343,173,29,139,2
NJ,Seaside Park,2016,1541,0,0,0,0,0,86,31,3,26,26
NJ,Secaucus,2016,19528,39,0,3,10,26,756,391,32,333,0
NJ,Ship Bottom,2016,1128,0,0,0,0,0,33,16,6,10,1
NJ,Shrewsbury,2016,4199,1,0,0,1,0,119,58,3,54,4
NJ,Somerdale,2016,5496,10,0,1,3,6,484,239,24,211,10
NJ,Somers Point,2016,10667,35,0,3,7,25,519,260,77,173,9
NJ,Somerville,2016,12198,23,0,3,9,11,361,180,28,143,10
NJ,South Amboy,2016,8843,4,0,1,1,2,180,94,31,53,2
NJ,South Bound Brook,2016,4624,6,0,0,4,2,103,38,5,31,29
NJ,South Brunswick Township,2016,45862,18,0,3,8,7,742,382,79,274,7
NJ,South Hackensack Township,2016,2469,10,0,1,3,6,112,59,8,44,1
NJ,South Harrison Township,2016,3116,0,0,0,0,0,57,11,4,6,36
NJ,South Orange,2016,16332,43,0,1,31,11,654,333,60,237,24
NJ,South Plainfield,2016,24349,33,0,0,15,18,794,407,34,349,4
NJ,South River,2016,16391,14,0,1,1,12,277,138,27,107,5
NJ,South Toms River,2016,3737,12,0,1,3,8,126,64,14,45,3
NJ,Sparta Township,2016,19049,2,0,1,0,1,153,78,10,65,0
NJ,Spotswood,2016,8477,8,0,0,1,7,130,59,7,52,12
NJ,Springfield,2016,17764,15,2,6,6,1,333,171,28,131,3
NJ,Springfield Township,2016,3343,3,0,0,1,2,50,26,10,13,1
NJ,Spring Lake,2016,2959,1,0,0,0,1,105,53,7,45,0
NJ,Spring Lake Heights,2016,4648,1,0,0,0,1,37,15,2,13,7
NJ,Stafford Township,2016,26972,21,0,2,2,17,388,196,15,174,3
NJ,Stanhope,2016,3372,4,0,3,0,1,63,33,6,24,0
NJ,Stone Harbor,2016,830,2,0,0,0,2,204,99,18,81,6
NJ,Stratford,2016,6974,15,1,0,8,6,288,142,32,104,10
NJ,Summit,2016,22078,10,0,2,5,3,352,181,18,153,0
NJ,Surf City,2016,1201,0,0,0,0,0,39,18,0,18,3
NJ,Swedesboro,2016,2602,1,1,0,0,0,49,26,8,15,0
NJ,Tavistock,2016,5,0,0,0,0,0,22,4,0,4,14
NJ,Teaneck Township,2016,40988,72,0,10,23,39,840,424,80,330,6
NJ,Tefly,2016,14877,4,0,2,1,1,134,68,20,42,4
NJ,Teterboro,2016,69,2,0,0,1,1,214,108,1,103,2
NJ,Tewksbury Township,2016,5862,0,0,0,0,0,57,27,6,19,5
NJ,Tinton Falls,2016,17747,9,0,1,4,4,569,269,27,237,36
NJ,Toms River Township,2016,90504,67,1,2,31,33,3650,1836,254,1546,14
NJ,Totowa,2016,10948,12,0,0,5,7,915,278,23,241,373
NJ,Trenton,2016,83644,1127,21,59,427,620,3999,2186,883,930,0
NJ,Tuckerton,2016,3374,3,0,0,0,3,90,44,12,32,2
NJ,Union Beach,2016,5476,2,0,0,0,2,182,40,8,30,104
NJ,Union City,2016,69345,211,1,1,71,138,2246,1134,116,914,82
NJ,Union Township,2016,58109,62,2,4,35,21,1685,879,99,698,9
NJ,Upper Saddle River,2016,8369,5,0,2,1,2,61,32,2,21,6
NJ,Ventnor City,2016,10455,18,3,2,9,4,610,305,73,226,6
NJ,Vernon Township,2016,22359,6,0,0,2,4,410,206,16,184,4
NJ,Vero,2016,13523,3,0,0,0,3,234,82,13,65,74
NJ,Vineland,2016,60823,297,1,15,128,153,4766,2412,559,1779,16
NJ,Voorhees Township,2016,29235,53,0,9,11,33,875,444,70,358,3
NJ,Waldwick,2016,10134,2,0,1,0,1,123,59,7,49,8
NJ,Wallington,2016,11731,8,0,0,4,4,290,148,22,118,2
NJ,Wall Township,2016,26033,16,0,1,4,11,513,256,33,221,3
NJ,Waque,2016,11937,7,0,0,0,7,167,83,7,73,4
NJ,Warren Township,2016,16051,1,0,0,1,0,110,55,14,37,4
NJ,Washington,2016,6508,6,0,0,1,5,184,94,22,68,0
NJ,"Washington Township, Bergen County",2016,9381,0,0,0,0,0,68,17,7,10,34
NJ,"Washington Township, Gloucester County",2016,47477,53,0,2,15,36,1696,865,176,655,0
NJ,"Washington Township, Morris County",2016,18696,16,0,2,0,14,74,37,5,32,0
NJ,"Washington Township, Warren County",2016,6430,2,0,0,0,2,121,57,9,48,7
NJ,Watchung,2016,5925,1,0,0,1,0,821,411,12,392,6
NJ,Waterford Township,2016,10720,3,0,0,0,3,190,76,10,60,44
NJ,Wayne Township,2016,55023,17,0,2,7,8,2215,1119,85,990,21
NJ,Weehawken Township,2016,14284,15,0,1,3,11,550,285,35,229,1
NJ,Wenoh,2016,2237,0,0,0,0,0,43,17,7,9,10
NJ,Westampton Township,2016,8707,23,0,7,6,10,268,139,16,113,0
NJ,West Amwell Township,2016,2767,2,0,0,0,2,68,33,3,30,2
NJ,West Caldwell Township,2016,11057,4,0,0,0,4,154,78,11,65,0
NJ,West Cape May,2016,1015,0,0,0,0,0,41,14,3,11,13
NJ,West Deptford Township,2016,21257,16,2,0,7,7,534,271,65,193,5
NJ,Westfield,2016,30427,5,0,1,2,2,508,255,58,192,3
NJ,West Long Branch,2016,7975,3,0,0,2,1,281,139,18,118,6
NJ,West Milford Township,2016,26734,23,0,6,3,14,468,216,72,138,42
NJ,West New York,2016,53813,131,2,12,46,71,1130,549,106,401,74
NJ,West Orange,2016,47374,106,0,17,37,52,1620,843,119,650,8
NJ,Westville,2016,4189,7,0,0,6,1,195,101,17,76,1
NJ,West Wildwood,2016,566,2,0,0,0,2,39,18,8,9,4
NJ,West Windsor Township,2016,28482,15,0,1,5,9,908,455,40,411,2
NJ,Westwood,2016,11252,2,0,0,0,2,100,49,6,41,4
NJ,Wharton,2016,6593,2,0,0,1,1,180,89,16,69,6
NJ,Wildwood,2016,5115,67,0,6,26,35,802,403,63,334,2
NJ,Wildwood Crest,2016,3162,15,0,2,1,12,253,108,32,74,39
NJ,Willingboro Township,2016,31195,101,4,7,33,57,1229,633,220,374,2
NJ,Winfield Township,2016,1509,0,0,0,0,0,37,17,6,9,5
NJ,Winslow Township,2016,38724,40,0,8,10,22,373,139,55,79,100
NJ,Woodbridge Township,2016,102124,104,0,10,46,48,3354,1715,226,1389,24
NJ,Woodbury,2016,9937,35,0,0,24,11,781,401,76,301,3
NJ,Woodbury Heights,2016,2985,3,0,0,3,0,125,64,8,53,0
NJ,Woodcliff Lake,2016,5925,3,0,0,0,3,55,21,3,18,13
NJ,Woodland Park,2016,12594,7,0,1,3,3,366,184,22,149,11
NJ,Woodlynne,2016,2922,9,0,0,2,7,94,51,3,37,3
NJ,Wood-Ridge,2016,8335,4,0,0,0,4,114,58,9,46,1
NJ,Woodstown,2016,3529,3,0,1,1,1,99,48,20,27,4
NJ,Woolwich Township,2016,12675,3,0,0,2,1,98,49,8,37,4
NJ,Wyckoff Township,2016,17242,5,0,2,2,1,247,104,15,85,43
NM,Alamogordo,2016,30768,115,1,,7,102,9687,1010,106,861,7710
NM,Albuquerque,2016,561560,6245,61,,1957,3846,69354,38528,6236,24582,8
NM,Angel Fire,2016,1104,7,0,,0,7,102,39,18,13,32
NM,Artesia,2016,12180,109,2,,6,96,1063,540,171,337,15
NM,Aztec,2016,6031,35,0,,1,30,419,182,66,101,70
NM,Belen,2016,7127,122,0,,9,113,1069,537,126,341,65
NM,Berlillo,2016,8946,86,2,,11,70,734,393,155,173,13
NM,Bloomfield,2016,7163,40,0,,2,28,366,185,53,119,9
NM,Bosque Farms,2016,3823,20,0,,1,19,107,58,8,41,0
NM,Capitan,2016,1373,11,0,,0,11,166,20,8,12,126
NM,Carlsbad,2016,29538,133,1,,19,98,2188,1157,169,862,0
NM,Carrizozo,2016,931,0,0,,0,0,34,17,6,11,0
NM,Clayton,2016,2735,4,0,,0,4,38,19,4,15,0
NM,Cloudcroft,2016,683,0,0,,0,0,175,4,0,4,167
NM,Clovis,2016,39725,223,2,,46,152,4610,2385,529,1689,7
NM,Corrales,2016,8530,7,0,,0,7,181,94,31,56,0
NM,Cuba,2016,736,22,0,,0,22,47,9,6,3,29
NM,Deming,2016,14457,87,0,,6,72,1218,623,120,474,1
NM,Dexter,2016,1273,0,0,,0,0,23,3,2,0,18
NM,Edgewood,2016,3819,5,0,,0,3,217,96,29,49,43
NM,Espanola,2016,10030,268,0,,26,238,1072,557,211,303,1
NM,Estancia,2016,1586,1,0,,0,1,48,21,12,8,7
NM,Eunice,2016,3182,6,2,,0,4,304,70,35,28,171
NM,Farmington,2016,42270,293,1,,52,170,3678,1857,332,1354,135
NM,Gallup,2016,23528,406,1,,80,303,3210,1648,282,1231,49
NM,Grants,2016,9245,39,0,,4,31,433,241,72,120,0
NM,Hatch,2016,1596,10,0,,0,10,138,23,4,19,92
NM,Hobbs,2016,39349,221,3,,20,170,3698,1895,382,1421,0
NM,Hope,2016,107,0,0,,0,0,0,0,0,0,0
NM,Hurley,2016,1249,0,0,,0,0,9,4,2,2,1
NM,Jal,2016,2234,4,0,,0,3,330,35,8,26,261
NM,Las Cruces,2016,102349,251,5,,51,154,9330,4788,830,3697,15
NM,Las Vegas,2016,13256,117,2,,13,91,826,419,87,317,3
NM,Logan,2016,951,2,0,,0,2,41,21,9,9,2
NM,Lordsburg,2016,2485,17,0,,1,16,34,15,6,7,6
NM,Los Alamos,2016,17667,18,0,,1,14,407,139,16,117,135
NM,Los Lus,2016,15398,129,0,,9,116,1398,756,123,498,21
NM,Lovington,2016,11970,18,0,,0,16,617,319,110,188,0
NM,Magdale,2016,906,6,0,,1,5,82,40,10,30,2
NM,Mesilla,2016,1869,3,0,,0,3,29,13,7,4,5
NM,Milan,2016,3248,22,0,,1,20,176,86,19,62,9
NM,Moriarty,2016,1786,3,0,,1,2,166,77,32,36,21
NM,Portales,2016,11921,50,2,,5,32,923,472,286,165,0
NM,Questa,2016,1750,0,0,,0,0,29,4,0,4,21
NM,Raton,2016,6058,13,3,,5,5,671,191,77,93,310
NM,Rio Rancho,2016,95454,215,1,,33,139,4293,2250,355,1585,103
NM,Roswell,2016,48556,311,12,,31,227,4177,2132,363,1666,16
NM,Ruidoso,2016,7683,21,0,,1,17,410,211,78,117,4
NM,Ruidoso Downs,2016,2548,30,0,,0,30,283,141,20,117,5
NM,Santa Clara,2016,1629,2,0,,0,2,292,28,14,9,241
NM,Santa Fe,2016,84663,324,1,,84,209,6231,3234,1123,1870,4
NM,Santa Rosa,2016,2641,11,0,,0,11,119,60,14,42,3
NM,San Ysidro,2016,195,1,0,,1,0,45,10,4,3,28
NM,Socorro,2016,8665,64,2,,4,57,925,476,134,314,1
NM,Springer,2016,924,2,0,,0,1,33,10,0,9,14
NM,Sunland Park,2016,16301,24,0,,2,19,257,124,43,67,23
NM,Taos,2016,5746,57,0,,10,46,881,452,96,333,0
NM,Texico,2016,1114,0,0,,0,0,23,6,2,4,11
NM,Truth or Consequences,2016,6000,22,1,,0,21,407,208,63,134,2
NM,Tularosa,2016,2863,9,0,,0,9,97,49,19,28,1
NY,Adams Village,2016,1837,0,0,0,0,0,7,4,0,3,0
NY,Addison Town and Village,2016,2541,5,0,,0,5,35,17,1,16,1
NY,Akron Village,2016,2840,0,0,,0,0,127,8,1,6,112
NY,Albany,2016,98617,848,2,59,250,537,6821,3461,491,2858,11
NY,Albion Village,2016,5984,28,0,2,5,21,387,199,35,153,0
NY,Alexandria Bay Village,2016,1102,1,0,0,0,1,21,10,0,10,1
NY,Alfred Village,2016,4039,3,0,2,0,1,43,22,3,18,0
NY,Allegany Village,2016,1726,0,0,,0,0,20,10,0,10,0
NY,Altamont Village,2016,1721,0,0,0,0,0,61,10,2,8,41
NY,Amherst Town,2016,120436,99,1,9,38,51,4091,2066,183,1842,0
NY,Amity Town and Belmont Village,2016,2210,0,0,0,0,0,3,0,0,0,3
NY,Amityville Village,2016,9477,17,0,,6,9,230,112,13,96,9
NY,Amsterdam,2016,17891,23,1,9,9,4,640,324,68,247,1
NY,Andover Village,2016,1001,0,0,0,0,0,5,3,1,1,0
NY,Angelica Village,2016,832,0,0,0,0,0,12,6,4,2,0
NY,Arcade Village,2016,1971,1,0,,0,1,30,15,2,13,0
NY,Ardsley Village,2016,4674,1,0,,1,0,58,29,2,27,0
NY,Asharoken Village,2016,653,0,0,,0,0,8,4,0,4,0
NY,Attica Village,2016,2457,1,0,,0,1,28,6,1,5,16
NY,Auburn,2016,26854,128,0,34,15,79,1594,805,132,657,0
NY,Avon Village,2016,3308,4,0,0,0,4,16,8,0,8,0
NY,Bainbridge Village,2016,1320,0,0,0,0,0,14,7,2,5,0
NY,Baldwinsville Village,2016,7805,1,0,0,0,1,183,91,13,78,1
NY,Ballston Spa Village,2016,5366,7,0,1,4,2,125,57,6,50,12
NY,Batavia,2016,14931,69,0,11,14,44,1005,508,86,410,1
NY,Bath Village,2016,5605,26,0,4,6,16,277,136,20,115,6
NY,Beacon,2016,14291,44,1,5,13,25,482,242,23,213,4
NY,Bedford Town,2016,18063,8,0,2,1,5,134,66,13,49,6
NY,Bethlehem Town,2016,35148,22,0,11,2,9,1032,468,53,409,102
NY,Binghamton,2016,45780,353,4,41,93,215,3586,1844,436,1306,0
NY,Black River,2016,1328,0,0,,0,0,18,5,3,2,8
NY,Blooming Grove Town,2016,11907,3,0,0,0,3,227,117,29,80,1
NY,Bolton Town,2016,2284,1,0,,0,1,19,10,4,5,0
NY,Boonville Village,2016,2034,1,0,,0,1,8,3,1,2,2
NY,Brant Town,2016,2064,1,0,,0,1,33,17,4,11,1
NY,Brewster,2016,2321,1,0,,0,1,23,12,2,9,0
NY,Briarcliff Manor Village,2016,8066,0,0,,0,0,64,23,5,18,18
NY,Brighton Town,2016,36889,29,0,14,8,7,1469,742,82,642,3
NY,Brockport Village,2016,8355,10,0,1,5,4,239,121,29,89,0
NY,Brownville Village,2016,1162,0,0,,0,0,837,1,0,1,835
NY,Buffalo,2016,257446,2857,44,153,1049,1611,20363,10599,2631,7133,0
NY,Cairo Town,2016,6437,2,0,0,0,2,28,14,2,12,0
NY,Caledonia Village,2016,2136,0,0,0,0,0,4,2,0,2,0
NY,Cambridge Village,2016,1822,2,0,1,0,1,42,21,7,14,0
NY,Camden Village,2016,2196,1,0,,0,1,94,43,6,37,8
NY,Camillus Town and Village,2016,24622,12,0,6,1,5,832,419,20,391,2
NY,Cajoharie Village,2016,2149,7,0,3,1,3,45,21,5,14,5
NY,Candaigua,2016,10407,50,0,19,6,25,428,214,30,179,5
NY,Castota Village,2016,4638,9,0,4,1,4,137,71,7,59,0
NY,Canisteo Village,2016,2191,3,0,,0,3,14,7,1,6,0
NY,Canton Village,2016,6619,2,0,0,0,2,58,29,5,24,0
NY,Cape Vincent Village,2016,744,1,0,,0,1,20,5,0,5,10
NY,Carmel Town,2016,34355,5,0,0,1,4,204,107,16,81,0
NY,Carroll Town,2016,3391,0,0,,0,0,0,0,0,0,0
NY,Carthage Village,2016,3575,2,0,1,0,1,84,42,2,40,0
NY,Cattaraugus Village,2016,931,0,0,,0,0,6,3,1,2,0
NY,Cayuga Heights Village,2016,3840,2,0,0,0,2,92,46,6,40,0
NY,Cazenovia Village,2016,2861,5,0,1,0,4,44,22,5,17,0
NY,Central Square Village,2016,1806,1,0,,0,1,91,45,1,44,1
NY,Centre Island Village,2016,409,0,0,0,0,0,116,1,0,0,115
NY,Cheektowaga Town,2016,78100,181,2,22,68,89,4932,2523,280,2128,1
NY,Chester Town,2016,7941,5,0,0,0,5,30,14,3,10,3
NY,Chester Village,2016,3907,1,0,1,0,0,169,86,4,79,0
NY,Chittengo Village,2016,4855,2,0,0,1,1,26,11,3,8,4
NY,Cicero Town,2016,29482,9,0,0,2,7,609,290,38,248,33
NY,Clarkstown Town,2016,82171,81,0,16,26,39,2495,1264,60,1171,0
NY,Clayton Village,2016,1950,0,0,0,0,0,12,6,0,6,0
NY,Clyde Village,2016,1990,2,0,0,1,1,48,23,3,20,2
NY,Cobleskill Village,2016,4545,4,0,2,1,1,290,144,11,131,4
NY,Coeymans Town,2016,7420,9,0,,0,9,112,58,8,46,0
NY,Cohocton Town,2016,2508,1,0,,1,0,20,1,1,0,18
NY,Cohoes,2016,16615,26,0,3,6,17,468,224,39,167,38
NY,Colonie Town,2016,80075,91,0,5,25,61,3894,1966,141,1787,0
NY,Cooperstown Village,2016,1780,0,0,0,0,0,30,13,1,12,4
NY,Corning,2016,10841,54,0,16,3,35,648,326,65,257,0
NY,Cornwall-on-Hudson Village,2016,2955,1,0,0,0,1,47,23,1,22,1
NY,Cornwall Town,2016,9589,4,0,1,0,3,62,29,3,25,5
NY,Cortland,2016,18856,17,0,4,0,13,689,347,78,264,0
NY,Coxsackie Village,2016,2681,5,0,1,0,4,14,6,1,5,2
NY,Crawford Town,2016,9202,7,0,1,3,3,128,65,9,54,0
NY,Croton-on-Hudson Village,2016,8308,0,0,0,0,0,62,31,5,26,0
NY,Cuba Town,2016,3153,8,0,,0,7,133,66,8,58,1
NY,Dansville Village,2016,4525,6,0,,3,2,192,95,10,84,3
NY,Deerpark Town,2016,7749,6,0,0,2,4,148,75,20,52,1
NY,Delhi Village,2016,3173,2,0,0,0,2,71,33,12,20,6
NY,Depew Village,2016,15116,16,0,1,1,14,651,312,52,254,33
NY,DeWitt Town,2016,25616,40,0,5,13,22,1571,802,72,697,0
NY,Dexter Village,2016,1093,0,0,,0,0,13,6,1,5,1
NY,Dobbs Ferry Village,2016,11180,7,0,1,3,3,183,92,20,71,0
NY,Dolgeville Village,2016,2119,2,0,0,0,2,38,19,2,17,0
NY,Dryden Village,2016,2137,5,0,2,0,3,124,55,9,46,14
NY,Dunkirk,2016,11991,33,0,3,5,25,540,277,70,193,0
NY,Durham Town,2016,2661,0,0,0,0,0,14,6,3,3,2
NY,East Aurora-Aurora Town,2016,13823,2,0,1,0,1,237,118,11,105,3
NY,Eastchester Town,2016,20150,5,0,,2,3,353,173,16,154,10
NY,East Fishkill Town,2016,29316,13,0,3,0,10,337,170,11,149,7
NY,East Greenbush Town,2016,16483,18,0,,2,14,655,329,48,274,4
NY,East Hampton Town,2016,19950,12,0,0,0,12,554,278,41,233,2
NY,East Hampton Village,2016,1130,0,0,,0,0,96,48,4,42,2
NY,East Rochester Village,2016,6679,9,0,1,5,3,232,116,28,86,2
NY,Eden Town,2016,7670,0,0,0,0,0,85,43,8,33,1
NY,Ellenville Village,2016,4070,15,1,,2,10,231,114,23,90,4
NY,Ellicott Town,2016,5140,9,0,4,2,3,464,234,44,186,0
NY,Ellicottville,2016,1598,0,0,0,0,0,39,6,0,6,27
NY,Elmira,2016,27995,97,2,,34,59,2121,1074,172,875,0
NY,Elmira Heights Village,2016,3959,4,0,,1,3,143,71,6,65,1
NY,Elmira Town,2016,5786,0,0,,0,0,7,3,2,0,2
NY,Elmsford Village,2016,4838,6,0,1,2,3,52,20,4,14,14
NY,Endicott Village,2016,12944,61,1,8,15,37,976,491,113,364,8
NY,Evans Town,2016,16234,36,0,10,5,21,428,218,30,180,0
NY,Fairport Village,2016,5350,4,0,0,0,4,96,47,4,43,2
NY,Fallsburg Town,2016,11966,15,0,1,2,12,204,100,36,62,6
NY,Fishkill Town,2016,21620,10,0,,5,5,382,194,21,167,0
NY,Fishkill Village,2016,2125,1,0,0,0,1,102,49,0,49,4
NY,Floral Park Village,2016,15986,12,0,,5,7,114,59,13,42,0
NY,Florida Village,2016,2912,0,0,0,0,0,26,13,5,8,0
NY,Fort Edward Village,2016,3258,1,0,0,0,1,11,5,2,3,1
NY,Fort Plain Village,2016,2232,16,0,4,0,12,134,67,9,57,1
NY,Frankfort Town,2016,4925,2,0,0,0,2,43,22,5,16,0
NY,Frankfort Village,2016,2490,1,0,0,1,0,26,12,2,10,2
NY,Fredonia Village,2016,10604,11,0,3,3,5,497,232,38,192,35
NY,Freeport Village,2016,43419,106,1,2,43,60,1359,697,70,592,0
NY,Friendship Town,2016,1914,3,0,0,0,3,10,4,0,4,2
NY,Fulton City,2016,11483,10,0,,3,4,728,362,69,291,6
NY,Garden City Village,2016,22656,8,0,,5,3,429,193,19,168,49
NY,Gates Town,2016,28669,73,0,10,22,41,1780,912,99,764,5
NY,Geddes Town,2016,10349,6,0,,3,3,431,218,18,195,0
NY,Geneseo Village,2016,8199,7,2,,3,1,343,171,33,138,1
NY,Geneva,2016,13033,24,1,9,5,9,579,290,77,212,0
NY,Germantown Town,2016,1876,0,0,,0,0,10,1,0,1,8
NY,Glen Cove10,2016,27480,17,1,3,8,5,208,108,15,85,0
NY,Glen Park Village,2016,510,0,0,,0,0,3,1,0,1,1
NY,Glens Falls,2016,14212,33,1,5,3,24,446,220,32,187,7
NY,Glenville Town,2016,21754,14,0,4,4,6,962,480,34,439,9
NY,Gloversville,2016,14908,93,1,32,11,49,885,444,77,358,6
NY,Goshen Town,2016,8515,4,0,1,0,3,133,69,8,55,1
NY,Goshen Village,2016,5384,1,0,,0,1,154,76,8,67,3
NY,Gowanda Village,2016,2622,3,0,,0,3,153,78,12,63,0
NY,Granville Village,2016,2451,3,0,0,3,0,52,26,8,18,0
NY,Great Neck Estates Village,2016,2839,0,0,,0,0,87,5,1,4,77
NY,Greece Town,2016,96975,190,0,20,58,112,4155,2105,253,1775,22
NY,Greenburgh Town,2016,45745,57,0,12,15,30,1506,764,36,706,0
NY,Greene Village,2016,1488,0,0,,0,0,34,15,1,14,4
NY,Green Island Village,2016,2611,1,0,0,0,1,90,47,15,28,0
NY,Greenport Town,2016,4060,0,0,0,0,0,244,122,3,119,0
NY,Greenwich Village,2016,1738,2,0,2,0,0,33,14,1,13,5
NY,Greenwood Lake Village,2016,3104,4,0,0,0,4,42,23,6,12,1
NY,Groton Village,2016,2402,3,0,1,0,2,84,42,1,40,1
NY,Guilderland Town,2016,34405,15,0,5,2,8,1371,674,40,633,24
NY,Hamburg Town,2016,46028,34,0,0,11,23,1834,928,90,814,2
NY,Hamburg Village,2016,9608,17,0,5,1,11,200,101,17,82,0
NY,Hamilton Village,2016,4166,1,0,0,0,1,26,13,1,12,0
NY,Hammondsport Village,2016,641,0,0,,0,0,24,12,1,11,0
NY,Hancock Village,2016,966,0,0,0,0,0,30,15,4,11,0
NY,Harriman Village,2016,2486,2,0,0,0,2,59,29,5,24,1
NY,Harrison Town,2016,28518,1,0,0,0,1,254,126,7,118,3
NY,Hastings-on-Hudson Village,2016,8044,2,0,,2,0,127,55,2,50,20
NY,Haverstraw Town,2016,37756,38,0,,13,23,785,335,41,274,135
NY,Hempstead Village,2016,55870,400,6,5,149,240,1315,725,131,459,0
NY,Herkimer Village10,2016,7478,54,0,11,5,38,662,331,29,302,0
NY,Highlands Town,2016,8237,1,0,0,0,1,23,10,0,10,3
NY,Holley Village,2016,1721,0,0,0,0,0,91,47,7,37,0
NY,Homer Village,2016,3163,5,1,1,0,3,47,23,9,14,1
NY,Hoosick Falls Village,2016,3419,2,0,0,0,2,45,23,5,17,0
NY,Hornell,2016,8289,4,0,3,1,0,274,137,7,130,0
NY,Horseheads Village,2016,6653,0,0,,0,0,208,102,8,94,4
NY,Hudson,2016,6381,20,0,7,2,11,286,144,9,131,2
NY,Hudson Falls Village,2016,7170,22,0,9,2,11,178,90,14,74,0
NY,Hunter Town,2016,2634,0,0,,0,0,30,15,3,12,0
NY,Huntington Bay Village,2016,1431,0,0,,0,0,15,7,0,7,1
NY,Hyde Park Town,2016,21140,9,0,,3,5,227,113,18,94,2
NY,Ilion Village,2016,7877,14,0,1,3,10,320,161,14,145,0
NY,Independence Town,2016,1166,0,0,0,0,0,12,6,2,4,0
NY,Inlet Town,2016,322,0,0,0,0,0,16,8,1,7,0
NY,Irvington Village,2016,6643,2,0,,1,1,61,21,8,13,19
NY,Ithaca,2016,30937,72,2,10,19,41,1822,894,88,787,53
NY,Jamestown,2016,29879,225,4,40,47,134,2095,1063,323,687,22
NY,Johnson City Village,2016,14699,74,0,10,17,47,1408,715,125,568,0
